11:37:24 - 来自: main.py:1741 - <module>                        | 调用函数            | __main__.__init__                        | 参数: {'self': '<__main__.MaYun object at 0x0000020F6C8F9040>'}
11:39:04 -             来自: main.py:668 - detect_start_btn                 | 函数返回            | __main__.find_pic                        | 返回值: None
11:39:04 -             来自: main.py:671 - detect_start_btn                 | 调用函数            | __main__.find_pic                        | 参数: {'path': 'tuijian', 'pos': '(648, 413, 194, 88)', 'click': 'True'}
11:39:04 -             来自: main.py:671 - detect_start_btn                 | 函数返回            | __main__.find_pic                        | 返回值: None
11:39:04 -             来自: main.py:674 - detect_start_btn                 | 调用函数            | __main__.find_pic                        | 参数: {'path': 'good', 'pos': '(385, 532, 194, 78)', 'click': 'True'}
11:39:04 -             来自: main.py:674 - detect_start_btn                 | 函数返回            | __main__.find_pic                        | 返回值: None
11:39:04 -             来自: main.py:677 - detect_start_btn                 | 调用函数            | __main__.find_pic                        | 参数: {'path': 'zhidao', 'pos': '(527, 482, 199, 83)', 'click': 'True'}
11:39:04 -             来自: main.py:677 - detect_start_btn                 | 函数返回            | __main__.find_pic                        | 返回值: None
11:39:04 -             来自: main.py:680 - detect_start_btn                 | 调用函数            | __main__.find_pic                        | 参数: {'path': 'chacha', 'pos': '(920, 57, 266, 204)', 'click': 'True'}
11:39:04 -             来自: main.py:680 - detect_start_btn                 | 函数返回            | __main__.find_pic                        | 返回值: None
11:39:04 -             来自: main.py:683 - detect_start_btn                 | 调用函数            | __main__.find_pic                        | 参数: {'path': 'quick_start', 'pos': '(831, 595, 219, 87)', 'click': 'True'}
11:39:04 -             来自: main.py:683 - detect_start_btn                 | 函数返回            | __main__.find_pic                        | 返回值: None
11:39:04 -         来自: main.py:948 - init_cards                       | 函数返回            | __main__.detect_start_btn                | 返回值: None
11:39:04 -         来自: main.py:947 - init_cards                       | 调用函数            | __main__.find_three_cards                | 参数: {'self': '<__main__.Worker object at 0x0000020F6E2D45E0>'}
11:39:04 -             来自: main.py:404 - find_three_cards                 | 调用函数            | __main__.yolo_info                       | 参数: {'pos': '(958, 53, 139, 59)'}
11:39:04 -             来自: main.py:404 - find_three_cards                 | 函数返回            | __main__.yolo_info                       | 返回值: (array([[[218, 222, 211],
        [218, 222, 211],
        [218, 222, 211],
        ...,
        [223, 222, 211],
        [223, 222, 211],
        [221, 222, 211]],

       [[231, 233, 221],
        [231, 233, 221],
        [231, 233, 221],
        ...,
        [232, 232, 219],
        [232, 232, 219],
        [232, 232, 220]],

       [[231, 233, 221],
        [231, 233, 221],
        [231, 233, 221],
        ...,
        [233, 233, 220],
        [233, 233, 220],
        [233, 233, 220]],

       ...,

       [[175, 172, 163],
        [175, 172, 163],
        [175, 171, 163],
        ...,
        [175, 171, 164],
        [175, 171, 164],
        [175, 171, 164]],

       [[174, 170, 161],
        [174, 170, 161],
        [174, 170, 161],
        ...,
        [174, 169, 163],
        [174, 169, 163],
        [174, 169, 163]],

       [[174, 170, 161],
        [174, 170, 161],
        [174, 170, 161],
        ...,
        [174, 169, 163],
        [174, 169, 163],
        [174, 169, 164]]], dtype=uint8), None, None)
11:39:04 -         来自: main.py:947 - init_cards                       | 函数返回            | __main__.find_three_cards                | 返回值: 
11:39:04 -         来自: main.py:948 - init_cards                       | 调用函数            | __main__.detect_start_btn                | 参数: {'self': '<__main__.Worker object at 0x0000020F6E2D45E0>'}
11:39:05 -             来自: main.py:656 - detect_start_btn                 | 调用函数            | __main__.find_pic                        | 参数: {'path': 'continue', 'pos': '(545, 503, 170, 60)', 'click': 'True'}
11:39:05 -             来自: main.py:656 - detect_start_btn                 | 函数返回            | __main__.find_pic                        | 返回值: None
11:39:05 -             来自: main.py:659 - detect_start_btn                 | 调用函数            | __main__.find_pic                        | 参数: {'path': 'reward', 'pos': '(521, 506, 199, 76)', 'click': 'True'}
11:39:05 -             来自: main.py:659 - detect_start_btn                 | 函数返回            | __main__.find_pic                        | 返回值: None
11:39:05 -             来自: main.py:662 - detect_start_btn                 | 调用函数            | __main__.find_pic                        | 参数: {'path': 'start_game', 'pos': '(201, 260, 840, 74)', 'click': 'True'}
11:39:05 -             来自: main.py:662 - detect_start_btn                 | 函数返回            | __main__.find_pic                        | 返回值: None
11:39:05 -             来自: main.py:665 - detect_start_btn                 | 调用函数            | __main__.find_pic                        | 参数: {'path': 'tuoguan', 'pos': '(485, 620, 269, 92)', 'click': 'True'}
11:39:05 -             来自: main.py:665 - detect_start_btn                 | 函数返回            | __main__.find_pic                        | 返回值: None
11:39:05 -             来自: main.py:668 - detect_start_btn                 | 调用函数            | __main__.find_pic                        | 参数: {'path': 'sure', 'pos': '(560, 405, 256, 127)', 'click': 'True'}
11:39:05 -             来自: main.py:668 - detect_start_btn                 | 函数返回            | __main__.find_pic                        | 返回值: None
11:39:05 -             来自: main.py:671 - detect_start_btn                 | 调用函数            | __main__.find_pic                        | 参数: {'path': 'tuijian', 'pos': '(648, 413, 194, 88)', 'click': 'True'}
11:39:05 -             来自: main.py:671 - detect_start_btn                 | 函数返回            | __main__.find_pic                        | 返回值: None
11:39:05 -             来自: main.py:674 - detect_start_btn                 | 调用函数            | __main__.find_pic                        | 参数: {'path': 'good', 'pos': '(385, 532, 194, 78)', 'click': 'True'}
11:39:05 -             来自: main.py:674 - detect_start_btn                 | 函数返回            | __main__.find_pic                        | 返回值: None
11:39:05 -             来自: main.py:677 - detect_start_btn                 | 调用函数            | __main__.find_pic                        | 参数: {'path': 'zhidao', 'pos': '(527, 482, 199, 83)', 'click': 'True'}
11:39:05 -             来自: main.py:677 - detect_start_btn                 | 函数返回            | __main__.find_pic                        | 返回值: None
11:39:05 -             来自: main.py:680 - detect_start_btn                 | 调用函数            | __main__.find_pic                        | 参数: {'path': 'chacha', 'pos': '(920, 57, 266, 204)', 'click': 'True'}
11:39:05 -             来自: main.py:680 - detect_start_btn                 | 函数返回            | __main__.find_pic                        | 返回值: None
11:39:05 -             来自: main.py:683 - detect_start_btn                 | 调用函数            | __main__.find_pic                        | 参数: {'path': 'quick_start', 'pos': '(831, 595, 219, 87)', 'click': 'True'}
11:39:05 -             来自: main.py:683 - detect_start_btn                 | 函数返回            | __main__.find_pic                        | 返回值: None
11:39:05 -         来自: main.py:948 - init_cards                       | 函数返回            | __main__.detect_start_btn                | 返回值: None
11:39:05 -         来自: main.py:947 - init_cards                       | 调用函数            | __main__.find_three_cards                | 参数: {'self': '<__main__.Worker object at 0x0000020F6E2D45E0>'}
11:39:05 -             来自: main.py:404 - find_three_cards                 | 调用函数            | __main__.yolo_info                       | 参数: {'pos': '(958, 53, 139, 59)'}
11:39:05 -             来自: main.py:404 - find_three_cards                 | 函数返回            | __main__.yolo_info                       | 返回值: (array([[[218, 222, 211],
        [218, 222, 211],
        [218, 222, 211],
        ...,
        [223, 222, 211],
        [223, 222, 211],
        [221, 222, 211]],

       [[231, 233, 221],
        [231, 233, 221],
        [231, 233, 221],
        ...,
        [232, 232, 219],
        [232, 232, 219],
        [232, 232, 220]],

       [[231, 233, 221],
        [231, 233, 221],
        [231, 233, 221],
        ...,
        [233, 233, 220],
        [233, 233, 220],
        [233, 233, 220]],

       ...,

       [[175, 172, 163],
        [175, 172, 163],
        [175, 171, 163],
        ...,
        [175, 171, 164],
        [175, 171, 164],
        [175, 171, 164]],

       [[174, 170, 161],
        [174, 170, 161],
        [174, 170, 161],
        ...,
        [174, 169, 163],
        [174, 169, 163],
        [174, 169, 163]],

       [[174, 170, 161],
        [174, 170, 161],
        [174, 170, 161],
        ...,
        [174, 169, 163],
        [174, 169, 163],
        [174, 169, 164]]], dtype=uint8), None, None)
11:39:05 -         来自: main.py:947 - init_cards                       | 函数返回            | __main__.find_three_cards                | 返回值: 
11:39:05 -         来自: main.py:948 - init_cards                       | 调用函数            | __main__.detect_start_btn                | 参数: {'self': '<__main__.Worker object at 0x0000020F6E2D45E0>'}
11:39:05 -             来自: main.py:656 - detect_start_btn                 | 调用函数            | __main__.find_pic                        | 参数: {'path': 'continue', 'pos': '(545, 503, 170, 60)', 'click': 'True'}
11:39:05 -             来自: main.py:656 - detect_start_btn                 | 函数返回            | __main__.find_pic                        | 返回值: None
11:39:05 -             来自: main.py:659 - detect_start_btn                 | 调用函数            | __main__.find_pic                        | 参数: {'path': 'reward', 'pos': '(521, 506, 199, 76)', 'click': 'True'}
11:39:05 -             来自: main.py:659 - detect_start_btn                 | 函数返回            | __main__.find_pic                        | 返回值: None
11:39:05 -             来自: main.py:662 - detect_start_btn                 | 调用函数            | __main__.find_pic                        | 参数: {'path': 'start_game', 'pos': '(201, 260, 840, 74)', 'click': 'True'}
11:39:05 -             来自: main.py:662 - detect_start_btn                 | 函数返回            | __main__.find_pic                        | 返回值: None
11:39:05 -             来自: main.py:665 - detect_start_btn                 | 调用函数            | __main__.find_pic                        | 参数: {'path': 'tuoguan', 'pos': '(485, 620, 269, 92)', 'click': 'True'}
11:39:05 -             来自: main.py:665 - detect_start_btn                 | 函数返回            | __main__.find_pic                        | 返回值: None
11:39:05 -             来自: main.py:668 - detect_start_btn                 | 调用函数            | __main__.find_pic                        | 参数: {'path': 'sure', 'pos': '(560, 405, 256, 127)', 'click': 'True'}
11:39:06 -             来自: main.py:668 - detect_start_btn                 | 函数返回            | __main__.find_pic                        | 返回值: None
11:39:06 -             来自: main.py:671 - detect_start_btn                 | 调用函数            | __main__.find_pic                        | 参数: {'path': 'tuijian', 'pos': '(648, 413, 194, 88)', 'click': 'True'}
11:39:06 -             来自: main.py:671 - detect_start_btn                 | 函数返回            | __main__.find_pic                        | 返回值: None
11:39:06 -             来自: main.py:674 - detect_start_btn                 | 调用函数            | __main__.find_pic                        | 参数: {'path': 'good', 'pos': '(385, 532, 194, 78)', 'click': 'True'}
11:39:06 -             来自: main.py:674 - detect_start_btn                 | 函数返回            | __main__.find_pic                        | 返回值: None
11:39:06 -             来自: main.py:677 - detect_start_btn                 | 调用函数            | __main__.find_pic                        | 参数: {'path': 'zhidao', 'pos': '(527, 482, 199, 83)', 'click': 'True'}
11:39:06 -             来自: main.py:677 - detect_start_btn                 | 函数返回            | __main__.find_pic                        | 返回值: None
11:39:06 -             来自: main.py:680 - detect_start_btn                 | 调用函数            | __main__.find_pic                        | 参数: {'path': 'chacha', 'pos': '(920, 57, 266, 204)', 'click': 'True'}
11:39:06 -             来自: main.py:680 - detect_start_btn                 | 函数返回            | __main__.find_pic                        | 返回值: None
11:39:06 -             来自: main.py:683 - detect_start_btn                 | 调用函数            | __main__.find_pic                        | 参数: {'path': 'quick_start', 'pos': '(831, 595, 219, 87)', 'click': 'True'}
11:39:06 -             来自: main.py:683 - detect_start_btn                 | 函数返回            | __main__.find_pic                        | 返回值: None
11:39:06 -         来自: main.py:948 - init_cards                       | 函数返回            | __main__.detect_start_btn                | 返回值: None
11:39:06 -         来自: main.py:947 - init_cards                       | 调用函数            | __main__.find_three_cards                | 参数: {'self': '<__main__.Worker object at 0x0000020F6E2D45E0>'}
11:39:06 -             来自: main.py:404 - find_three_cards                 | 调用函数            | __main__.yolo_info                       | 参数: {'pos': '(958, 53, 139, 59)'}
11:39:06 -             来自: main.py:404 - find_three_cards                 | 函数返回            | __main__.yolo_info                       | 返回值: (array([[[218, 222, 211],
        [218, 222, 211],
        [218, 222, 211],
        ...,
        [223, 222, 211],
        [223, 222, 211],
        [221, 222, 211]],

       [[231, 233, 221],
        [231, 233, 221],
        [231, 233, 221],
        ...,
        [232, 232, 219],
        [232, 232, 219],
        [232, 232, 220]],

       [[231, 233, 221],
        [231, 233, 221],
        [231, 233, 221],
        ...,
        [233, 233, 220],
        [233, 233, 220],
        [233, 233, 220]],

       ...,

       [[175, 172, 163],
        [175, 172, 163],
        [175, 171, 163],
        ...,
        [175, 171, 164],
        [175, 171, 164],
        [175, 171, 164]],

       [[174, 170, 161],
        [174, 170, 161],
        [174, 170, 161],
        ...,
        [174, 169, 163],
        [174, 169, 163],
        [174, 169, 163]],

       [[174, 170, 161],
        [174, 170, 161],
        [174, 170, 161],
        ...,
        [174, 169, 163],
        [174, 169, 163],
        [174, 169, 164]]], dtype=uint8), None, None)
11:39:06 -         来自: main.py:947 - init_cards                       | 函数返回            | __main__.find_three_cards                | 返回值: 
11:39:06 -         来自: main.py:948 - init_cards                       | 调用函数            | __main__.detect_start_btn                | 参数: {'self': '<__main__.Worker object at 0x0000020F6E2D45E0>'}
11:39:06 -             来自: main.py:656 - detect_start_btn                 | 调用函数            | __main__.find_pic                        | 参数: {'path': 'continue', 'pos': '(545, 503, 170, 60)', 'click': 'True'}
11:39:06 -             来自: main.py:656 - detect_start_btn                 | 函数返回            | __main__.find_pic                        | 返回值: None
11:39:06 -             来自: main.py:659 - detect_start_btn                 | 调用函数            | __main__.find_pic                        | 参数: {'path': 'reward', 'pos': '(521, 506, 199, 76)', 'click': 'True'}
11:39:06 -             来自: main.py:659 - detect_start_btn                 | 函数返回            | __main__.find_pic                        | 返回值: None
11:39:06 -             来自: main.py:662 - detect_start_btn                 | 调用函数            | __main__.find_pic                        | 参数: {'path': 'start_game', 'pos': '(201, 260, 840, 74)', 'click': 'True'}
11:39:06 -             来自: main.py:662 - detect_start_btn                 | 函数返回            | __main__.find_pic                        | 返回值: None
11:39:06 -             来自: main.py:665 - detect_start_btn                 | 调用函数            | __main__.find_pic                        | 参数: {'path': 'tuoguan', 'pos': '(485, 620, 269, 92)', 'click': 'True'}
11:39:06 -             来自: main.py:665 - detect_start_btn                 | 函数返回            | __main__.find_pic                        | 返回值: None
11:39:06 -             来自: main.py:668 - detect_start_btn                 | 调用函数            | __main__.find_pic                        | 参数: {'path': 'sure', 'pos': '(560, 405, 256, 127)', 'click': 'True'}
11:39:06 -             来自: main.py:668 - detect_start_btn                 | 函数返回            | __main__.find_pic                        | 返回值: None
11:39:06 -             来自: main.py:671 - detect_start_btn                 | 调用函数            | __main__.find_pic                        | 参数: {'path': 'tuijian', 'pos': '(648, 413, 194, 88)', 'click': 'True'}
11:39:06 -             来自: main.py:671 - detect_start_btn                 | 函数返回            | __main__.find_pic                        | 返回值: None
11:39:06 -             来自: main.py:674 - detect_start_btn                 | 调用函数            | __main__.find_pic                        | 参数: {'path': 'good', 'pos': '(385, 532, 194, 78)', 'click': 'True'}
11:39:06 -             来自: main.py:674 - detect_start_btn                 | 函数返回            | __main__.find_pic                        | 返回值: None
11:39:06 -             来自: main.py:677 - detect_start_btn                 | 调用函数            | __main__.find_pic                        | 参数: {'path': 'zhidao', 'pos': '(527, 482, 199, 83)', 'click': 'True'}
11:39:06 -             来自: main.py:677 - detect_start_btn                 | 函数返回            | __main__.find_pic                        | 返回值: None
11:39:06 -             来自: main.py:680 - detect_start_btn                 | 调用函数            | __main__.find_pic                        | 参数: {'path': 'chacha', 'pos': '(920, 57, 266, 204)', 'click': 'True'}
11:39:06 -             来自: main.py:680 - detect_start_btn                 | 函数返回            | __main__.find_pic                        | 返回值: None
11:39:06 -             来自: main.py:683 - detect_start_btn                 | 调用函数            | __main__.find_pic                        | 参数: {'path': 'quick_start', 'pos': '(831, 595, 219, 87)', 'click': 'True'}
11:39:06 -             来自: main.py:683 - detect_start_btn                 | 函数返回            | __main__.find_pic                        | 返回值: None
11:39:06 -         来自: main.py:948 - init_cards                       | 函数返回            | __main__.detect_start_btn                | 返回值: None
11:39:07 -         来自: main.py:947 - init_cards                       | 调用函数            | __main__.find_three_cards                | 参数: {'self': '<__main__.Worker object at 0x0000020F6E2D45E0>'}
11:39:07 -             来自: main.py:404 - find_three_cards                 | 调用函数            | __main__.yolo_info                       | 参数: {'pos': '(958, 53, 139, 59)'}
11:39:07 -             来自: main.py:404 - find_three_cards                 | 函数返回            | __main__.yolo_info                       | 返回值: (array([[[218, 222, 211],
        [218, 222, 211],
        [218, 222, 211],
        ...,
        [223, 222, 211],
        [223, 222, 211],
        [221, 222, 211]],

       [[231, 233, 221],
        [231, 233, 221],
        [231, 233, 221],
        ...,
        [232, 232, 219],
        [232, 232, 219],
        [232, 232, 220]],

       [[231, 233, 221],
        [231, 233, 221],
        [231, 233, 221],
        ...,
        [233, 233, 220],
        [233, 233, 220],
        [233, 233, 220]],

       ...,

       [[175, 172, 163],
        [175, 172, 163],
        [175, 171, 163],
        ...,
        [175, 171, 164],
        [175, 171, 164],
        [175, 171, 164]],

       [[174, 170, 161],
        [174, 170, 161],
        [174, 170, 161],
        ...,
        [174, 169, 163],
        [174, 169, 163],
        [174, 169, 163]],

       [[174, 170, 161],
        [174, 170, 161],
        [174, 170, 161],
        ...,
        [174, 169, 163],
        [174, 169, 163],
        [174, 169, 164]]], dtype=uint8), None, None)
11:39:07 -         来自: main.py:947 - init_cards                       | 函数返回            | __main__.find_three_cards                | 返回值: 
11:39:07 -         来自: main.py:948 - init_cards                       | 调用函数            | __main__.detect_start_btn                | 参数: {'self': '<__main__.Worker object at 0x0000020F6E2D45E0>'}
11:39:07 -             来自: main.py:656 - detect_start_btn                 | 调用函数            | __main__.find_pic                        | 参数: {'path': 'continue', 'pos': '(545, 503, 170, 60)', 'click': 'True'}
11:39:07 -             来自: main.py:656 - detect_start_btn                 | 函数返回            | __main__.find_pic                        | 返回值: None
11:39:07 -             来自: main.py:659 - detect_start_btn                 | 调用函数            | __main__.find_pic                        | 参数: {'path': 'reward', 'pos': '(521, 506, 199, 76)', 'click': 'True'}
11:39:07 -             来自: main.py:659 - detect_start_btn                 | 函数返回            | __main__.find_pic                        | 返回值: None
11:39:07 -             来自: main.py:662 - detect_start_btn                 | 调用函数            | __main__.find_pic                        | 参数: {'path': 'start_game', 'pos': '(201, 260, 840, 74)', 'click': 'True'}
11:39:07 -             来自: main.py:662 - detect_start_btn                 | 函数返回            | __main__.find_pic                        | 返回值: None
11:39:07 -             来自: main.py:665 - detect_start_btn                 | 调用函数            | __main__.find_pic                        | 参数: {'path': 'tuoguan', 'pos': '(485, 620, 269, 92)', 'click': 'True'}
11:39:07 -             来自: main.py:665 - detect_start_btn                 | 函数返回            | __main__.find_pic                        | 返回值: None
11:39:07 -             来自: main.py:668 - detect_start_btn                 | 调用函数            | __main__.find_pic                        | 参数: {'path': 'sure', 'pos': '(560, 405, 256, 127)', 'click': 'True'}
11:39:07 -             来自: main.py:668 - detect_start_btn                 | 函数返回            | __main__.find_pic                        | 返回值: None
11:39:07 -             来自: main.py:671 - detect_start_btn                 | 调用函数            | __main__.find_pic                        | 参数: {'path': 'tuijian', 'pos': '(648, 413, 194, 88)', 'click': 'True'}
11:39:07 -             来自: main.py:671 - detect_start_btn                 | 函数返回            | __main__.find_pic                        | 返回值: None
11:39:07 -             来自: main.py:674 - detect_start_btn                 | 调用函数            | __main__.find_pic                        | 参数: {'path': 'good', 'pos': '(385, 532, 194, 78)', 'click': 'True'}
11:39:07 -             来自: main.py:674 - detect_start_btn                 | 函数返回            | __main__.find_pic                        | 返回值: None
11:39:07 -             来自: main.py:677 - detect_start_btn                 | 调用函数            | __main__.find_pic                        | 参数: {'path': 'zhidao', 'pos': '(527, 482, 199, 83)', 'click': 'True'}
11:39:07 -             来自: main.py:677 - detect_start_btn                 | 函数返回            | __main__.find_pic                        | 返回值: None
11:39:07 -             来自: main.py:680 - detect_start_btn                 | 调用函数            | __main__.find_pic                        | 参数: {'path': 'chacha', 'pos': '(920, 57, 266, 204)', 'click': 'True'}
11:39:07 -             来自: main.py:680 - detect_start_btn                 | 函数返回            | __main__.find_pic                        | 返回值: None
11:39:07 -             来自: main.py:683 - detect_start_btn                 | 调用函数            | __main__.find_pic                        | 参数: {'path': 'quick_start', 'pos': '(831, 595, 219, 87)', 'click': 'True'}
11:39:07 -             来自: main.py:683 - detect_start_btn                 | 函数返回            | __main__.find_pic                        | 返回值: None
11:39:07 -         来自: main.py:948 - init_cards                       | 函数返回            | __main__.detect_start_btn                | 返回值: None
11:39:07 -         来自: main.py:947 - init_cards                       | 调用函数            | __main__.find_three_cards                | 参数: {'self': '<__main__.Worker object at 0x0000020F6E2D45E0>'}
11:39:07 -             来自: main.py:404 - find_three_cards                 | 调用函数            | __main__.yolo_info                       | 参数: {'pos': '(958, 53, 139, 59)'}
11:39:07 -             来自: main.py:404 - find_three_cards                 | 函数返回            | __main__.yolo_info                       | 返回值: (array([[[218, 222, 211],
        [218, 222, 211],
        [218, 222, 211],
        ...,
        [223, 222, 211],
        [223, 222, 211],
        [221, 222, 211]],

       [[231, 233, 221],
        [231, 233, 221],
        [231, 233, 221],
        ...,
        [232, 232, 219],
        [232, 232, 219],
        [232, 232, 220]],

       [[231, 233, 221],
        [231, 233, 221],
        [231, 233, 221],
        ...,
        [233, 233, 220],
        [233, 233, 220],
        [233, 233, 220]],

       ...,

       [[175, 172, 163],
        [175, 172, 163],
        [175, 171, 163],
        ...,
        [175, 171, 164],
        [175, 171, 164],
        [175, 171, 164]],

       [[174, 170, 161],
        [174, 170, 161],
        [174, 170, 161],
        ...,
        [174, 169, 163],
        [174, 169, 163],
        [174, 169, 163]],

       [[174, 170, 161],
        [174, 170, 161],
        [174, 170, 161],
        ...,
        [174, 169, 163],
        [174, 169, 163],
        [174, 169, 164]]], dtype=uint8), None, None)
11:39:07 -         来自: main.py:947 - init_cards                       | 函数返回            | __main__.find_three_cards                | 返回值: 
11:39:07 -         来自: main.py:948 - init_cards                       | 调用函数            | __main__.detect_start_btn                | 参数: {'self': '<__main__.Worker object at 0x0000020F6E2D45E0>'}
11:39:08 -             来自: main.py:656 - detect_start_btn                 | 调用函数            | __main__.find_pic                        | 参数: {'path': 'continue', 'pos': '(545, 503, 170, 60)', 'click': 'True'}
11:39:08 -             来自: main.py:656 - detect_start_btn                 | 函数返回            | __main__.find_pic                        | 返回值: None
11:39:08 -             来自: main.py:659 - detect_start_btn                 | 调用函数            | __main__.find_pic                        | 参数: {'path': 'reward', 'pos': '(521, 506, 199, 76)', 'click': 'True'}
11:39:08 -             来自: main.py:659 - detect_start_btn                 | 函数返回            | __main__.find_pic                        | 返回值: None
11:39:08 -             来自: main.py:662 - detect_start_btn                 | 调用函数            | __main__.find_pic                        | 参数: {'path': 'start_game', 'pos': '(201, 260, 840, 74)', 'click': 'True'}
11:39:08 -             来自: main.py:662 - detect_start_btn                 | 函数返回            | __main__.find_pic                        | 返回值: None
11:39:08 -             来自: main.py:665 - detect_start_btn                 | 调用函数            | __main__.find_pic                        | 参数: {'path': 'tuoguan', 'pos': '(485, 620, 269, 92)', 'click': 'True'}
11:39:08 -             来自: main.py:665 - detect_start_btn                 | 函数返回            | __main__.find_pic                        | 返回值: None
11:39:08 -             来自: main.py:668 - detect_start_btn                 | 调用函数            | __main__.find_pic                        | 参数: {'path': 'sure', 'pos': '(560, 405, 256, 127)', 'click': 'True'}
11:39:08 -             来自: main.py:668 - detect_start_btn                 | 函数返回            | __main__.find_pic                        | 返回值: None
11:39:08 -             来自: main.py:671 - detect_start_btn                 | 调用函数            | __main__.find_pic                        | 参数: {'path': 'tuijian', 'pos': '(648, 413, 194, 88)', 'click': 'True'}
11:39:08 -             来自: main.py:671 - detect_start_btn                 | 函数返回            | __main__.find_pic                        | 返回值: None
11:39:08 -             来自: main.py:674 - detect_start_btn                 | 调用函数            | __main__.find_pic                        | 参数: {'path': 'good', 'pos': '(385, 532, 194, 78)', 'click': 'True'}
11:39:08 -             来自: main.py:674 - detect_start_btn                 | 函数返回            | __main__.find_pic                        | 返回值: None
11:39:08 -             来自: main.py:677 - detect_start_btn                 | 调用函数            | __main__.find_pic                        | 参数: {'path': 'zhidao', 'pos': '(527, 482, 199, 83)', 'click': 'True'}
11:39:08 -             来自: main.py:677 - detect_start_btn                 | 函数返回            | __main__.find_pic                        | 返回值: None
11:39:08 -             来自: main.py:680 - detect_start_btn                 | 调用函数            | __main__.find_pic                        | 参数: {'path': 'chacha', 'pos': '(920, 57, 266, 204)', 'click': 'True'}
11:39:08 -             来自: main.py:680 - detect_start_btn                 | 函数返回            | __main__.find_pic                        | 返回值: None
11:39:08 -             来自: main.py:683 - detect_start_btn                 | 调用函数            | __main__.find_pic                        | 参数: {'path': 'quick_start', 'pos': '(831, 595, 219, 87)', 'click': 'True'}
11:39:08 -             来自: main.py:683 - detect_start_btn                 | 函数返回            | __main__.find_pic                        | 返回值: None
11:39:08 -         来自: main.py:948 - init_cards                       | 函数返回            | __main__.detect_start_btn                | 返回值: None
11:39:08 -         来自: main.py:947 - init_cards                       | 调用函数            | __main__.find_three_cards                | 参数: {'self': '<__main__.Worker object at 0x0000020F6E2D45E0>'}
11:39:08 -             来自: main.py:404 - find_three_cards                 | 调用函数            | __main__.yolo_info                       | 参数: {'pos': '(958, 53, 139, 59)'}
11:39:08 -             来自: main.py:404 - find_three_cards                 | 函数返回            | __main__.yolo_info                       | 返回值: (array([[[218, 222, 211],
        [218, 222, 211],
        [218, 222, 211],
        ...,
        [223, 222, 211],
        [223, 222, 211],
        [221, 222, 211]],

       [[231, 233, 221],
        [231, 233, 221],
        [231, 233, 221],
        ...,
        [232, 232, 219],
        [232, 232, 219],
        [232, 232, 220]],

       [[231, 233, 221],
        [231, 233, 221],
        [231, 233, 221],
        ...,
        [233, 233, 220],
        [233, 233, 220],
        [233, 233, 220]],

       ...,

       [[175, 172, 163],
        [175, 172, 163],
        [175, 171, 163],
        ...,
        [175, 171, 164],
        [175, 171, 164],
        [175, 171, 164]],

       [[174, 170, 161],
        [174, 170, 161],
        [174, 170, 161],
        ...,
        [174, 169, 163],
        [174, 169, 163],
        [174, 169, 163]],

       [[174, 170, 161],
        [174, 170, 161],
        [174, 170, 161],
        ...,
        [174, 169, 163],
        [174, 169, 163],
        [174, 169, 164]]], dtype=uint8), None, None)
11:39:08 -         来自: main.py:947 - init_cards                       | 函数返回            | __main__.find_three_cards                | 返回值: 
11:39:08 -         来自: main.py:948 - init_cards                       | 调用函数            | __main__.detect_start_btn                | 参数: {'self': '<__main__.Worker object at 0x0000020F6E2D45E0>'}
11:39:08 -             来自: main.py:656 - detect_start_btn                 | 调用函数            | __main__.find_pic                        | 参数: {'path': 'continue', 'pos': '(545, 503, 170, 60)', 'click': 'True'}
11:39:08 -             来自: main.py:656 - detect_start_btn                 | 函数返回            | __main__.find_pic                        | 返回值: None
11:39:08 -             来自: main.py:659 - detect_start_btn                 | 调用函数            | __main__.find_pic                        | 参数: {'path': 'reward', 'pos': '(521, 506, 199, 76)', 'click': 'True'}
11:39:08 -             来自: main.py:659 - detect_start_btn                 | 函数返回            | __main__.find_pic                        | 返回值: None
11:39:08 -             来自: main.py:662 - detect_start_btn                 | 调用函数            | __main__.find_pic                        | 参数: {'path': 'start_game', 'pos': '(201, 260, 840, 74)', 'click': 'True'}
11:39:09 -             来自: main.py:662 - detect_start_btn                 | 函数返回            | __main__.find_pic                        | 返回值: None
11:39:09 -             来自: main.py:665 - detect_start_btn                 | 调用函数            | __main__.find_pic                        | 参数: {'path': 'tuoguan', 'pos': '(485, 620, 269, 92)', 'click': 'True'}
11:39:09 -             来自: main.py:665 - detect_start_btn                 | 函数返回            | __main__.find_pic                        | 返回值: None
11:39:09 -             来自: main.py:668 - detect_start_btn                 | 调用函数            | __main__.find_pic                        | 参数: {'path': 'sure', 'pos': '(560, 405, 256, 127)', 'click': 'True'}
11:39:09 -             来自: main.py:668 - detect_start_btn                 | 函数返回            | __main__.find_pic                        | 返回值: None
11:39:09 -             来自: main.py:671 - detect_start_btn                 | 调用函数            | __main__.find_pic                        | 参数: {'path': 'tuijian', 'pos': '(648, 413, 194, 88)', 'click': 'True'}
11:39:09 -             来自: main.py:671 - detect_start_btn                 | 函数返回            | __main__.find_pic                        | 返回值: None
11:39:09 -             来自: main.py:674 - detect_start_btn                 | 调用函数            | __main__.find_pic                        | 参数: {'path': 'good', 'pos': '(385, 532, 194, 78)', 'click': 'True'}
